SceneNumber,CanonicalNames,SceneLengthsEights
124,AH,10,INT,INT . HOUSE - CONTINUOUS,CONTINUOUS
124,DAVID,10,INT,INT . HOUSE - CONTINUOUS,CONTINUOUS
124,JOEL BARISH,10,INT,INT . HOUSE - CONTINUOUS,CONTINUOUS
124,CLEMENTINE,10,INT,INT . HOUSE - CONTINUOUS,CONTINUOUS
125,JOEL BARISH,1,EXT,EXT . BEACH - NIGHT,NIGHT
126,ROB,1,INT,INT . CAR - NIGHT,NIGHT
126,CARRIE,1,INT,INT . CAR - NIGHT,NIGHT
126,JOEL BARISH,1,INT,INT . CAR - NIGHT,NIGHT
127,HOWARD MIERZWIAK,2,INT,INT . JOEL'S BEDROOM - EARLY MORNING,EARLY MORNING
127,HOLLIS,2,INT,INT . JOEL'S BEDROOM - EARLY MORNING,EARLY MORNING
127,STAN,2,INT,INT . JOEL'S BEDROOM - EARLY MORNING,EARLY MORNING
127,JOEL BARISH,2,INT,INT . JOEL'S BEDROOM - EARLY MORNING,EARLY MORNING
128,STAN,1,EXT,EXT . JOEL'S APARTMENT BUILDING - EARLY MORNING,EARLY MORNING
128,HOWARD MIERZWIAK,1,EXT,EXT . JOEL'S APARTMENT BUILDING - EARLY MORNING,EARLY MORNING
129,PATRICK,1,INT,INT . PATRICK'S CAR - EARLY MORNING,EARLY MORNING
129,MARY,1,INT,INT . PATRICK'S CAR - EARLY MORNING,EARLY MORNING
130,STAN,9,EXT,EXT . PARKING STRUCTURE - EARLY MORNING,EARLY MORNING
130,MARY,9,EXT,EXT . PARKING STRUCTURE - EARLY MORNING,EARLY MORNING
131,JOEL BARISH,1,INT,INT . JOEL'S BEDROOM - MORNING,MORNING
132,JOEL BARISH,1,EXT,EXT . COMMUTER TRAIN STATION - MORNING,MORNING
133,NAOMI,1,INT,INT . OFFICE - DAY,DAY
133,JOEL BARISH,1,INT,INT . OFFICE - DAY,DAY
134,MARY,1,INT,INT . LACUNA RECEPTION AREA - DAY,DAY
135,MARY,5,INT,INT . MIERZWIAK'S OFICE - CONTINUOUS,CONTINUOUS
135,HOWARD MIERZWIAK,5,INT,INT . MIERZWIAK'S OFICE - CONTINUOUS,CONTINUOUS
136,NAOMI,5,INT,INT . RESTAURANT - NIGHT,NIGHT
136,JOEL BARISH,5,INT,INT . RESTAURANT - NIGHT,NIGHT
137,NAOMI,2,INT,INT . JOEL'S BEDROOM - NIGHT,NIGHT
137,JOEL BARISH,2,INT,INT . JOEL'S BEDROOM - NIGHT,NIGHT
138,PATRICK,1,INT,INT . CLEMENTINE'S APARTMENT - NIGHT,NIGHT
139,JOEL BARISH,1,EXT,EXT . COMMUTER TRAIN STATION - MORNING,MORNING
140,MARY,1,INT,INT . MARY'S APARTMENT - MORNING,MORNING
140,JOEL BARISH,1,INT,INT . MARY'S APARTMENT - MORNING,MORNING
141,CLEMENTINE,2,INT,INT . CLEMENTINE'S APARTMENT - NIGHT,NIGHT
141,JOEL BARISH,2,INT,INT . CLEMENTINE'S APARTMENT - NIGHT,NIGHT
142,NAOMI,9,INT,INT . JOEL'S APARTMENT - NIGHT,NIGHT
142,JOEL BARISH,9,INT,INT . JOEL'S APARTMENT - NIGHT,NIGHT
142,CLEMENTINE,9,INT,INT . JOEL'S APARTMENT - NIGHT,NIGHT
143,LISTEN,10,EXT,EXT . CHARLES RIVER - NIGHT,NIGHT
143,CLEMENTINE,10,EXT,EXT . CHARLES RIVER - NIGHT,NIGHT
143,JOEL BARISH,10,EXT,EXT . CHARLES RIVER - NIGHT,NIGHT
144,JOEL BARISH,1,EXT,EXT . CLEMENTINE'S APARTMENT - DAY,DAY
145,CLEMENTINE,4,INT,INT . JOEL'S APARTMENT - A FEW MINUTES LATER,A FEW MINUTES LATER
145,JOEL BARISH,4,INT,INT . JOEL'S APARTMENT - A FEW MINUTES LATER,A FEW MINUTES LATER
146,CARRIE,1,INT,INT . ROB AND CARRIE'S KITCHEN - DAY,DAY
146,JOEL BARISH,1,INT,INT . ROB AND CARRIE'S KITCHEN - DAY,DAY
147,JOEL BARISH,2,INT,INT . JOEL'S APARTMENT - CONTINUOUS,CONTINUOUS
147,CLEMENTINE,2,INT,INT . JOEL'S APARTMENT - CONTINUOUS,CONTINUOUS
148,CLEMENTINE,9,INT,INT . CLEMENTINE'S APARTMENT - LATER,LATER
148,JOEL BARISH,9,INT,INT . CLEMENTINE'S APARTMENT - LATER,LATER
149,RECEPTIONIST,2,INT,INT . LACUNA LTD. WAITING ROOM - MORNING,MORNING
149,STAN,2,INT,INT . LACUNA LTD. WAITING ROOM - MORNING,MORNING
